Fwd Packet Length Max,Label
586.0,BENIGN
581.0,BENIGN
643.0,BENIGN
0.0,BENIGN
0.0,BENIGN
957.0,BENIGN
6.0,BENIGN
378.0,BENIGN
391.0,BENIGN
37.0,BENIGN
873.0,BENIGN
0.0,BENIGN
53.0,BENIGN
789.0,BENIGN
1398.0,BENIGN
389.0,BENIGN
6.0,BENIGN
6.0,BENIGN
516.0,BENIGN
46.0,BENIGN
6.0,BENIGN
267.0,BENIGN
181.0,BENIGN
201.0,BENIGN
517.0,BENIGN
6.0,BENIGN
995.0,BENIGN
0.0,BENIGN
6.0,BENIGN
344.0,BENIGN
695.0,BENIGN
427.0,BENIGN
1141.0,BENIGN
0.0,BENIGN
330.0,BENIGN
485.0,BENIGN
194.0,BENIGN
917.0,BENIGN
46.0,BENIGN
439.0,BENIGN
6.0,BENIGN
211.0,BENIGN
6.0,BENIGN
6.0,BENIGN
405.0,BENIGN
196.0,BENIGN
6.0,BENIGN
1102.0,BENIGN
192.0,BENIGN
517.0,BENIGN
412.0,BENIGN
206.0,BENIGN
197.0,BENIGN
0.0,BENIGN
1460.0,BENIGN
6.0,BENIGN
712.0,BENIGN
2.0,BENIGN
6.0,BENIGN
46.0,BENIGN
37.0,BENIGN
394.0,BENIGN
435.0,BENIGN
0.0,BENIGN
0.0,BENIGN
0.0,BENIGN
208.0,BENIGN
347.0,BENIGN
1233.0,BENIGN
437.0,BENIGN
6.0,BENIGN
388.0,BENIGN
616.0,BENIGN
1060.0,BENIGN
708.0,BENIGN
0.0,BENIGN
1170.0,BENIGN
46.0,BENIGN
469.0,BENIGN
431.0,BENIGN
37.0,BENIGN
439.0,BENIGN
853.0,BENIGN
430.0,BENIGN
46.0,BENIGN
517.0,BENIGN
1011.0,BENIGN
413.0,BENIGN
448.0,BENIGN
0.0,BENIGN
46.0,BENIGN
191.0,BENIGN
993.0,BENIGN
6.0,BENIGN
341.0,BENIGN
517.0,BENIGN
201.0,BENIGN
318.0,BENIGN
6.0,BENIGN
1146.0,BENIGN
517.0,BENIGN
517.0,BENIGN
6.0,BENIGN
677.0,BENIGN
407.0,BENIGN
517.0,BENIGN
320.0,BENIGN
0.0,BENIGN
670.0,BENIGN
488.0,BENIGN
0.0,BENIGN
53.0,BENIGN
85.0,BENIGN
6.0,BENIGN
189.0,BENIGN
1211.0,BENIGN
634.0,BENIGN
693.0,BENIGN
1607.0,BENIGN
46.0,BENIGN
46.0,BENIGN
426.0,BENIGN
357.0,BENIGN
433.0,BENIGN
46.0,BENIGN
1368.0,BENIGN
614.0,BENIGN
357.0,BENIGN
0.0,BENIGN
6.0,BENIGN
0.0,BENIGN
438.0,BENIGN
1157.0,BENIGN
208.0,BENIGN
6.0,BENIGN
322.0,BENIGN
352.0,BENIGN
437.0,BENIGN
210.0,BENIGN
6.0,BENIGN
3593.0,BENIGN
362.0,BENIGN
6.0,BENIGN
342.0,BENIGN
6.0,BENIGN
1535.0,BENIGN
6.0,BENIGN
448.0,BENIGN
555.0,BENIGN
0.0,BENIGN
0.0,BENIGN
6.0,BENIGN
709.0,BENIGN
6.0,BENIGN
201.0,BENIGN
517.0,BENIGN
6.0,BENIGN
201.0,BENIGN
46.0,BENIGN
212.0,BENIGN
434.0,BENIGN
661.0,BENIGN
6.0,BENIGN
326.0,BENIGN
0.0,BENIGN
37.0,BENIGN
46.0,BENIGN
6.0,BENIGN
197.0,BENIGN
389.0,BENIGN
31.0,BENIGN
0.0,BENIGN
6.0,BENIGN
517.0,BENIGN
429.0,BENIGN
429.0,BENIGN
6.0,BENIGN
0.0,BENIGN
6.0,BENIGN
0.0,BENIGN
342.0,BENIGN
210.0,BENIGN
1893.0,BENIGN
0.0,BENIGN
469.0,BENIGN
46.0,BENIGN
224.0,BENIGN
501.0,BENIGN
885.0,BENIGN
501.0,BENIGN
0.0,BENIGN
6.0,BENIGN
6.0,BENIGN
474.0,BENIGN
543.0,BENIGN
609.0,BENIGN
999.0,BENIGN
6.0,BENIGN
6.0,BENIGN
320.0,BENIGN
0.0,BENIGN
650.0,BENIGN
6.0,BENIGN
658.0,BENIGN
6.0,BENIGN
6.0,BENIGN
1071.0,BENIGN
378.0,BENIGN
437.0,BENIGN
6.0,BENIGN
469.0,BENIGN
197.0,BENIGN
711.0,BENIGN
435.0,BENIGN
444.0,BENIGN
0.0,BENIGN
0.0,BENIGN
0.0,BENIGN
454.0,BENIGN
46.0,BENIGN
242.0,BENIGN
1009.0,BENIGN
1368.0,BENIGN
349.0,BENIGN
568.0,BENIGN
6.0,BENIGN
430.0,BENIGN
517.0,BENIGN
0.0,BENIGN
373.0,BENIGN
429.0,BENIGN
6.0,BENIGN
643.0,BENIGN
5429.0,BENIGN
568.0,BENIGN
191.0,BENIGN
517.0,BENIGN
327.0,BENIGN
0.0,BENIGN
320.0,BENIGN
597.0,BENIGN
37.0,BENIGN
1017.0,BENIGN
629.0,BENIGN
645.0,BENIGN
999.0,BENIGN
6.0,BENIGN
439.0,BENIGN
0.0,BENIGN
1733.0,BENIGN
6.0,BENIGN
533.0,BENIGN
64.0,BENIGN
6.0,BENIGN
357.0,BENIGN
905.0,BENIGN
357.0,BENIGN
6.0,BENIGN
6.0,BENIGN
184.0,BENIGN
6.0,BENIGN
324.0,BENIGN
0.0,BENIGN
6.0,BENIGN
6.0,BENIGN
204.0,BENIGN
6.0,BENIGN
46.0,BENIGN
227.0,BENIGN
0.0,BENIGN
502.0,BENIGN
0.0,BENIGN
260.0,BENIGN
31.0,BENIGN
6.0,BENIGN
0.0,BENIGN
0.0,BENIGN
391.0,BENIGN
1304.0,BENIGN
0.0,BENIGN
544.0,BENIGN
6.0,BENIGN
0.0,BENIGN
419.0,BENIGN
391.0,BENIGN
354.0,BENIGN
6.0,BENIGN
2896.0,BENIGN
6.0,BENIGN
624.0,BENIGN
6.0,BENIGN
1173.0,BENIGN
434.0,BENIGN
46.0,BENIGN
693.0,BENIGN
6.0,BENIGN
201.0,BENIGN
309.0,BENIGN
206.0,BENIGN
46.0,BENIGN
429.0,BENIGN
510.0,BENIGN
430.0,BENIGN
6.0,BENIGN
1093.0,BENIGN
501.0,BENIGN
400.0,BENIGN
1765.0,BENIGN
740.0,BENIGN
592.0,BENIGN
490.0,BENIGN
3562.0,BENIGN
588.0,BENIGN
191.0,BENIGN
0.0,BENIGN
1678.0,BENIGN
395.0,BENIGN
982.0,BENIGN
267.0,BENIGN
0.0,BENIGN
6.0,BENIGN
6.0,BENIGN
352.0,BENIGN
1881.0,BENIGN
325.0,BENIGN
673.0,BENIGN
46.0,BENIGN
6.0,BENIGN
1039.0,BENIGN
0.0,BENIGN
430.0,BENIGN
37.0,BENIGN
834.0,BENIGN
713.0,BENIGN
478.0,BENIGN
517.0,BENIGN
6.0,BENIGN
628.0,BENIGN
2896.0,BENIGN
843.0,BENIGN
27.0,BENIGN
367.0,BENIGN
6.0,BENIGN
1291.0,BENIGN
6.0,BENIGN
200.0,BENIGN
705.0,BENIGN
6.0,BENIGN
375.0,BENIGN
346.0,BENIGN
0.0,BENIGN
821.0,BENIGN
6.0,BENIGN
0.0,BENIGN
753.0,BENIGN
6.0,BENIGN
235.0,BENIGN
322.0,BENIGN
513.0,BENIGN
0.0,BENIGN
6.0,BENIGN
6.0,BENIGN
6.0,BENIGN
6.0,BENIGN
411.0,BENIGN
197.0,BENIGN
196.0,BENIGN
1448.0,BENIGN
6.0,BENIGN
6.0,BENIGN
1653.0,BENIGN
0.0,BENIGN
517.0,BENIGN
6.0,BENIGN
210.0,BENIGN
712.0,BENIGN
1497.0,BENIGN
432.0,BENIGN
0.0,BENIGN
1229.0,BENIGN
232.0,BENIGN
901.0,BENIGN
169.0,BENIGN
434.0,BENIGN
0.0,BENIGN
449.0,BENIGN
387.0,BENIGN
471.0,BENIGN
0.0,BENIGN
469.0,BENIGN
374.0,BENIGN
474.0,BENIGN
53.0,BENIGN
533.0,BENIGN
901.0,BENIGN
6.0,BENIGN
223.0,BENIGN
994.0,BENIGN
1745.0,BENIGN
46.0,BENIGN
6.0,BENIGN
0.0,BENIGN
0.0,BENIGN
2912.0,BENIGN
725.0,BENIGN
638.0,BENIGN
1042.0,BENIGN
539.0,BENIGN
517.0,BENIGN
0.0,BENIGN
271.0,BENIGN
6.0,BENIGN
443.0,BENIGN
361.0,BENIGN
201.0,BENIGN
6.0,BENIGN
1577.0,BENIGN
6.0,BENIGN
711.0,BENIGN
503.0,BENIGN
0.0,BENIGN
421.0,BENIGN
5472.0,BENIGN
0.0,BENIGN
6.0,BENIGN
6.0,BENIGN
322.0,BENIGN
6.0,BENIGN
432.0,BENIGN
853.0,BENIGN
6.0,BENIGN
0.0,BENIGN
517.0,BENIGN
6.0,BENIGN
791.0,BENIGN
708.0,BENIGN
891.0,BENIGN
720.0,BENIGN
368.0,BENIGN
435.0,BENIGN
6.0,BENIGN
6.0,BENIGN
359.0,BENIGN
901.0,BENIGN
955.0,BENIGN
437.0,BENIGN
517.0,BENIGN
757.0,BENIGN
202.0,BENIGN
0.0,BENIGN
46.0,BENIGN
46.0,BENIGN
0.0,BENIGN
0.0,BENIGN
394.0,BENIGN
0.0,BENIGN
6.0,BENIGN
0.0,BENIGN
0.0,BENIGN
877.0,BENIGN
686.0,BENIGN
0.0,BENIGN
529.0,BENIGN
1650.0,BENIGN
194.0,BENIGN
1799.0,BENIGN
0.0,BENIGN
6.0,BENIGN
616.0,BENIGN
6.0,BENIGN
651.0,BENIGN
0.0,BENIGN
6.0,BENIGN
424.0,BENIGN
0.0,BENIGN
46.0,BENIGN
0.0,BENIGN
0.0,BENIGN
6.0,BENIGN
46.0,BENIGN
1797.0,BENIGN
31.0,BENIGN
409.0,BENIGN
6.0,BENIGN
0.0,BENIGN
544.0,BENIGN
190.0,BENIGN
288.0,BENIGN
517.0,BENIGN
6.0,BENIGN
682.0,BENIGN
0.0,BENIGN
3045.0,BENIGN
6.0,BENIGN
391.0,BENIGN
6.0,BENIGN
196.0,BENIGN
6.0,BENIGN
437.0,BENIGN
6.0,BENIGN
1368.0,BENIGN
437.0,BENIGN
389.0,BENIGN
6.0,BENIGN
46.0,BENIGN
429.0,BENIGN
2161.0,BENIGN
2598.0,BENIGN
1813.0,BENIGN
195.0,BENIGN
0.0,BENIGN
674.0,BENIGN
517.0,BENIGN
432.0,BENIGN
2591.0,BENIGN
6.0,BENIGN
2093.0,BENIGN
1368.0,BENIGN
517.0,BENIGN
0.0,BENIGN
46.0,BENIGN
196.0,BENIGN
587.0,BENIGN
431.0,BENIGN
196.0,BENIGN
777.0,BENIGN
549.0,BENIGN
37.0,BENIGN
568.0,BENIGN
53.0,BENIGN
460.0,BENIGN
0.0,BENIGN
6.0,BENIGN
37.0,BENIGN
46.0,BENIGN
6.0,BENIGN
517.0,BENIGN
616.0,BENIGN
509.0,BENIGN
6.0,BENIGN
205.0,BENIGN
536.0,BENIGN
267.0,BENIGN
545.0,BENIGN
1157.0,BENIGN
517.0,BENIGN
339.0,BENIGN
0.0,BENIGN
210.0,BENIGN
37.0,BENIGN
37.0,BENIGN
6.0,BENIGN
372.0,BENIGN
519.0,BENIGN
337.0,BENIGN
439.0,BENIGN
31.0,BENIGN
372.0,BENIGN
6.0,BENIGN
377.0,BENIGN
46.0,BENIGN
869.0,BENIGN
717.0,BENIGN
466.0,BENIGN
517.0,BENIGN
284.0,BENIGN
0.0,BENIGN
0.0,BENIGN
917.0,BENIGN
1670.0,BENIGN
0.0,BENIGN
6.0,BENIGN
0.0,BENIGN
0.0,BENIGN
517.0,BENIGN
1547.0,BENIGN
432.0,BENIGN
1216.0,BENIGN
0.0,BENIGN
2808.0,BENIGN
46.0,BENIGN
495.0,BENIGN
0.0,BENIGN
1460.0,BENIGN
467.0,BENIGN
0.0,BENIGN
505.0,BENIGN
825.0,BENIGN
1195.0,BENIGN
6.0,BENIGN
0.0,BENIGN
6.0,BENIGN
517.0,BENIGN
0.0,BENIGN
469.0,BENIGN
0.0,BENIGN
31.0,BENIGN
434.0,BENIGN
433.0,BENIGN
0.0,BENIGN
0.0,BENIGN
213.0,BENIGN
440.0,BENIGN
1448.0,BENIGN
437.0,BENIGN
0.0,BENIGN
430.0,BENIGN
6.0,BENIGN
6.0,BENIGN
323.0,BENIGN
1398.0,BENIGN
538.0,BENIGN
435.0,BENIGN
3766.0,BENIGN
6.0,BENIGN
389.0,BENIGN
661.0,BENIGN
6.0,BENIGN
0.0,BENIGN
568.0,BENIGN
0.0,BENIGN
190.0,BENIGN
0.0,BENIGN
6.0,BENIGN
190.0,BENIGN
200.0,BENIGN
0.0,BENIGN
1588.0,BENIGN
46.0,BENIGN
325.0,BENIGN
0.0,BENIGN
517.0,BENIGN
441.0,BENIGN
427.0,BENIGN
1324.0,BENIGN
901.0,BENIGN
191.0,BENIGN
488.0,BENIGN
267.0,BENIGN
1810.0,BENIGN
6.0,BENIGN
434.0,BENIGN
428.0,BENIGN
0.0,BENIGN
389.0,BENIGN
37.0,BENIGN
196.0,BENIGN
421.0,BENIGN
469.0,BENIGN
2896.0,BENIGN
0.0,BENIGN
1022.0,BENIGN
0.0,BENIGN
31.0,BENIGN
703.0,BENIGN
429.0,BENIGN
201.0,BENIGN
6.0,BENIGN
6.0,BENIGN
6.0,BENIGN
0.0,BENIGN
939.0,BENIGN
325.0,BENIGN
6.0,BENIGN
0.0,BENIGN
6.0,BENIGN
785.0,BENIGN
46.0,BENIGN
6.0,BENIGN
1460.0,BENIGN
517.0,BENIGN
0.0,BENIGN
600.0,BENIGN
3068.0,BENIGN
194.0,BENIGN
359.0,BENIGN
405.0,BENIGN
342.0,BENIGN
31.0,BENIGN
367.0,BENIGN
0.0,BENIGN
373.0,BENIGN
901.0,BENIGN
240.0,BENIGN
0.0,BENIGN
190.0,BENIGN
190.0,BENIGN
192.0,BENIGN
197.0,BENIGN
3205.0,BENIGN
424.0,BENIGN
46.0,BENIGN
31.0,BENIGN
5531.0,BENIGN
435.0,BENIGN
121.0,BENIGN
53.0,BENIGN
1368.0,BENIGN
0.0,BENIGN
181.0,BENIGN
447.0,BENIGN
416.0,BENIGN
0.0,BENIGN
767.0,BENIGN
6.0,BENIGN
342.0,BENIGN
969.0,BENIGN
389.0,BENIGN
46.0,BENIGN
6.0,BENIGN
501.0,BENIGN
0.0,BENIGN
858.0,BENIGN
202.0,BENIGN
469.0,BENIGN
0.0,BENIGN
549.0,BENIGN
517.0,BENIGN
0.0,BENIGN
0.0,BENIGN
709.0,BENIGN
0.0,BENIGN
651.0,BENIGN
0.0,BENIGN
549.0,BENIGN
6.0,BENIGN
6.0,BENIGN
208.0,BENIGN
615.0,BENIGN
6.0,BENIGN
0.0,BENIGN
31.0,BENIGN
1037.0,BENIGN
0.0,BENIGN
6.0,BENIGN
0.0,BENIGN
6.0,BENIGN
694.0,BENIGN
6.0,BENIGN
0.0,BENIGN
6.0,BENIGN
6.0,BENIGN
6.0,BENIGN
565.0,BENIGN
1152.0,BENIGN
342.0,BENIGN
533.0,BENIGN
201.0,BENIGN
372.0,BENIGN
661.0,BENIGN
380.0,BENIGN
517.0,BENIGN
548.0,BENIGN
901.0,BENIGN
385.0,BENIGN
482.0,BENIGN
818.0,BENIGN
773.0,BENIGN
410.0,BENIGN
317.0,BENIGN
6.0,BENIGN
46.0,BENIGN
6.0,BENIGN
6.0,BENIGN
201.0,BENIGN
212.0,BENIGN
231.0,BENIGN
415.0,BENIGN
1722.0,BENIGN
46.0,BENIGN
784.0,BENIGN
356.0,BENIGN
1143.0,BENIGN
756.0,BENIGN
201.0,BENIGN
609.0,BENIGN
4637.0,BENIGN
432.0,BENIGN
0.0,BENIGN
228.0,BENIGN
517.0,BENIGN
526.0,BENIGN
267.0,BENIGN
6.0,BENIGN
1368.0,BENIGN
0.0,BENIGN
0.0,BENIGN
6.0,BENIGN
6.0,BENIGN
6.0,BENIGN
407.0,BENIGN
837.0,BENIGN
0.0,BENIGN
645.0,BENIGN
191.0,BENIGN
6.0,BENIGN
711.0,BENIGN
206.0,BENIGN
1960.0,BENIGN
6.0,BENIGN
37.0,BENIGN
6.0,BENIGN
6.0,BENIGN
421.0,BENIGN
501.0,BENIGN
4535.0,BENIGN
693.0,BENIGN
517.0,BENIGN
6.0,BENIGN
858.0,BENIGN
6.0,BENIGN
6.0,BENIGN
46.0,BENIGN
1266.0,BENIGN
0.0,BENIGN
485.0,BENIGN
1285.0,BENIGN
6.0,BENIGN
53.0,BENIGN
214.0,BENIGN
198.0,BENIGN
861.0,BENIGN
517.0,BENIGN
687.0,BENIGN
421.0,BENIGN
6.0,BENIGN
523.0,BENIGN
6.0,BENIGN
723.0,BENIGN
683.0,BENIGN
6.0,BENIGN
46.0,BENIGN
0.0,BENIGN
436.0,BENIGN
275.0,BENIGN
6.0,BENIGN
798.0,BENIGN
645.0,BENIGN
461.0,BENIGN
37.0,BENIGN
427.0,BENIGN
46.0,BENIGN
193.0,BENIGN
6.0,BENIGN
0.0,BENIGN
0.0,BENIGN
412.0,BENIGN
118.0,BENIGN
1333.0,BENIGN
31.0,BENIGN
31.0,BENIGN
407.0,BENIGN
744.0,BENIGN
581.0,BENIGN
192.0,BENIGN
183.0,BENIGN
6.0,BENIGN
53.0,BENIGN
202.0,BENIGN
0.0,BENIGN
745.0,BENIGN
712.0,BENIGN
545.0,BENIGN
620.0,BENIGN
6.0,BENIGN
0.0,BENIGN
549.0,BENIGN
46.0,BENIGN
517.0,BENIGN
565.0,BENIGN
247.0,BENIGN
415.0,BENIGN
46.0,BENIGN
0.0,BENIGN
201.0,BENIGN
0.0,BENIGN
6.0,BENIGN
188.0,BENIGN
203.0,BENIGN
6.0,BENIGN
430.0,BENIGN
422.0,BENIGN
29.0,BENIGN
981.0,BENIGN
430.0,BENIGN
6.0,BENIGN
469.0,BENIGN
240.0,BENIGN
369.0,BENIGN
197.0,BENIGN
190.0,BENIGN
0.0,BENIGN
789.0,BENIGN
547.0,BENIGN
31.0,BENIGN
6.0,BENIGN
510.0,BENIGN
430.0,BENIGN
2232.0,BENIGN
6.0,BENIGN
608.0,BENIGN
432.0,BENIGN
702.0,BENIGN
207.0,BENIGN
417.0,BENIGN
201.0,BENIGN
517.0,BENIGN
201.0,BENIGN
191.0,BENIGN
46.0,BENIGN
999.0,BENIGN
6.0,BENIGN
6.0,BENIGN
421.0,BENIGN
6.0,BENIGN
6.0,BENIGN
517.0,BENIGN
420.0,BENIGN
693.0,BENIGN
517.0,BENIGN
0.0,BENIGN
517.0,BENIGN
445.0,BENIGN
531.0,BENIGN
6.0,BENIGN
366.0,BENIGN
570.0,BENIGN
357.0,BENIGN
706.0,BENIGN
3906.0,BENIGN
217.0,BENIGN
0.0,BENIGN
453.0,BENIGN
86.0,BENIGN
593.0,BENIGN
217.0,BENIGN
1435.0,BENIGN
0.0,BENIGN
6.0,BENIGN
437.0,BENIGN
1157.0,BENIGN
921.0,BENIGN
6.0,BENIGN
197.0,BENIGN
970.0,BENIGN
0.0,BENIGN
932.0,BENIGN
1458.0,BENIGN
46.0,BENIGN
6.0,BENIGN
46.0,BENIGN
193.0,BENIGN
1184.0,BENIGN
0.0,BENIGN
1758.0,BENIGN
267.0,BENIGN
283.0,BENIGN
671.0,BENIGN
6.0,BENIGN
943.0,BENIGN
0.0,BENIGN
0.0,BENIGN
411.0,BENIGN
437.0,BENIGN
780.0,BENIGN
453.0,BENIGN
6.0,BENIGN
0.0,BENIGN
380.0,BENIGN
708.0,BENIGN
6.0,BENIGN
46.0,BENIGN
0.0,BENIGN
1244.0,BENIGN
29.0,BENIGN
613.0,BENIGN
1285.0,BENIGN
463.0,BENIGN
6.0,BENIGN
45.0,BENIGN
883.0,BENIGN
6.0,BENIGN
289.0,BENIGN
428.0,BENIGN
613.0,BENIGN
686.0,BENIGN
419.0,BENIGN
6.0,BENIGN
517.0,BENIGN
554.0,BENIGN
405.0,BENIGN
409.0,BENIGN
0.0,BENIGN
342.0,BENIGN
0.0,BENIGN
235.0,BENIGN
6.0,BENIGN
6.0,BENIGN
0.0,BENIGN
0.0,BENIGN
484.0,BENIGN
949.0,BENIGN
31.0,BENIGN
37.0,BENIGN
1316.0,BENIGN
5109.0,BENIGN
0.0,BENIGN
0.0,BENIGN
0.0,BENIGN
517.0,BENIGN
0.0,BENIGN
6.0,BENIGN
361.0,BENIGN
0.0,BENIGN
570.0,BENIGN
6.0,BENIGN
6.0,BENIGN
354.0,BENIGN
573.0,BENIGN
31.0,BENIGN
430.0,BENIGN
748.0,BENIGN
672.0,BENIGN
4541.0,BENIGN
683.0,BENIGN
0.0,BENIGN
613.0,BENIGN
517.0,BENIGN
373.0,BENIGN
640.0,BENIGN
303.0,BENIGN
0.0,BENIGN
390.0,BENIGN
581.0,BENIGN
821.0,BENIGN
473.0,BENIGN
209.0,BENIGN
31.0,BENIGN
201.0,BENIGN
6.0,BENIGN
432.0,BENIGN
1741.0,BENIGN
6.0,BENIGN
414.0,BENIGN
741.0,BENIGN
517.0,BENIGN
686.0,BENIGN
0.0,BENIGN
364.0,BENIGN
1570.0,BENIGN
1285.0,BENIGN
426.0,BENIGN
6.0,BENIGN
661.0,BENIGN
0.0,BENIGN
1108.0,BENIGN
529.0,BENIGN
0.0,BENIGN
0.0,BENIGN
201.0,BENIGN
35.0,BENIGN
1772.0,BENIGN
446.0,BENIGN
454.0,BENIGN
283.0,BENIGN
6.0,BENIGN
0.0,BENIGN
31.0,BENIGN
0.0,BENIGN
389.0,BENIGN
6.0,BENIGN
6.0,BENIGN
517.0,BENIGN
344.0,BENIGN
2091.0,BENIGN
6.0,BENIGN
6.0,BENIGN
31.0,BENIGN
46.0,BENIGN
599.0,BENIGN
5520.0,BENIGN
46.0,BENIGN
6.0,BENIGN
121.0,BENIGN
6.0,BENIGN
389.0,BENIGN
6.0,BENIGN
0.0,BENIGN
192.0,BENIGN
453.0,BENIGN
478.0,BENIGN
430.0,BENIGN
957.0,BENIGN
342.0,BENIGN
46.0,BENIGN
343.0,BENIGN
501.0,BENIGN
46.0,BENIGN
309.0,BENIGN
408.0,BENIGN
323.0,BENIGN
192.0,BENIGN
586.0,BENIGN
186.0,BENIGN
6.0,BENIGN
2183.0,BENIGN
0.0,BENIGN
509.0,BENIGN
346.0,BENIGN
6.0,BENIGN
0.0,BENIGN
0.0,BENIGN
6.0,BENIGN
6.0,BENIGN
345.0,BENIGN
2621.0,BENIGN
37.0,BENIGN
0.0,BENIGN
343.0,BENIGN
1588.0,BENIGN
37.0,BENIGN
342.0,BENIGN
364.0,BENIGN
565.0,BENIGN
421.0,BENIGN
1077.0,BENIGN
691.0,BENIGN
517.0,BENIGN
581.0,BENIGN
46.0,BENIGN
801.0,BENIGN
581.0,BENIGN
0.0,BENIGN
517.0,BENIGN
6.0,BENIGN
0.0,BENIGN
0.0,BENIGN
429.0,BENIGN
584.0,BENIGN
517.0,BENIGN
436.0,BENIGN
192.0,BENIGN
421.0,BENIGN
4394.0,BENIGN
639.0,BENIGN
206.0,BENIGN
6.0,BENIGN
0.0,BENIGN
421.0,BENIGN
429.0,BENIGN
1672.0,BENIGN
193.0,BENIGN
0.0,BENIGN
445.0,BENIGN
6.0,BENIGN
333.0,BENIGN
6.0,BENIGN
6.0,BENIGN
6.0,BENIGN
746.0,BENIGN
956.0,BENIGN
0.0,BENIGN
389.0,BENIGN
46.0,BENIGN
6.0,BENIGN
0.0,BENIGN
201.0,BENIGN
520.0,BENIGN
572.0,BENIGN
342.0,BENIGN
0.0,BENIGN
6.0,BENIGN
433.0,BENIGN
6.0,BENIGN
203.0,BENIGN
0.0,BENIGN
703.0,BENIGN
469.0,BENIGN
429.0,BENIGN
0.0,BENIGN
6.0,BENIGN
1350.0,BENIGN
240.0,BENIGN
539.0,BENIGN
398.0,BENIGN
725.0,BENIGN
423.0,BENIGN
419.0,BENIGN
725.0,BENIGN
6.0,BENIGN
0.0,BENIGN
0.0,BENIGN
0.0,BENIGN
6.0,BENIGN
46.0,BENIGN
46.0,BENIGN
565.0,BENIGN
206.0,BENIGN
267.0,BENIGN
53.0,BENIGN
1614.0,BENIGN
1033.0,BENIGN
6.0,BENIGN
6.0,BENIGN
1117.0,BENIGN
406.0,BENIGN
196.0,BENIGN
212.0,BENIGN
31.0,BENIGN
385.0,BENIGN
198.0,BENIGN
524.0,BENIGN
314.0,BENIGN
426.0,BENIGN
709.0,BENIGN
681.0,BENIGN
348.0,BENIGN
0.0,BENIGN
379.0,BENIGN
0.0,BENIGN
0.0,BENIGN
208.0,BENIGN
0.0,BENIGN
31.0,BENIGN
0.0,BENIGN
322.0,BENIGN
517.0,BENIGN
439.0,BENIGN
425.0,BENIGN
773.0,BENIGN
435.0,BENIGN
0.0,BENIGN
2132.0,BENIGN
0.0,BENIGN
787.0,BENIGN
342.0,BENIGN
0.0,BENIGN
